,actual,predicted
2024-03-27,179.8300018310547,137.6300048828125
2024-03-28,180.3800048828125,137.6300048828125
2024-03-29,180.6750030517578,137.6300048828125
2024-04-01,180.97000122070312,137.6300048828125
2024-04-02,180.69000244140625,137.6300048828125
2024-04-03,182.41000366210935,137.6300048828125
2024-04-04,180.0,137.6300048828125
2024-04-05,185.07000732421875,137.6300048828125
2024-04-08,185.19000244140625,137.6300048828125
2024-04-09,185.6699981689453,137.6300048828125
2024-04-10,185.9499969482422,137.6300048828125
2024-04-11,189.0500030517578,137.6300048828125
2024-04-12,186.1300048828125,137.6300048828125
2024-04-15,183.6199951171875,137.6300048828125
2024-04-16,183.32000732421875,137.6300048828125
2024-04-17,181.27999877929688,137.6300048828125
2024-04-18,179.22000122070312,137.6300048828125
2024-04-19,174.6300048828125,137.6300048828125
2024-04-22,177.22999572753906,137.6300048828125
2024-04-23,179.5399932861328,137.6300048828125
2024-04-24,176.58999633789062,137.6300048828125
2024-04-25,173.6699981689453,137.6300048828125
2024-04-26,179.6199951171875,137.6300048828125
2024-04-29,180.9600067138672,137.6300048828125
2024-04-30,175.0,137.6300048828125
2024-05-01,179.0,137.6300048828125
2024-05-02,184.72000122070312,137.6300048828125
2024-05-03,186.2100067138672,137.6300048828125
2024-05-06,188.6999969482422,137.6300048828125
2024-05-07,188.75999450683597,137.6300048828125
2024-05-08,188.0,137.6300048828125
2024-05-09,189.5,137.6300048828125
2024-05-10,187.47999572753903,137.6300048828125
2024-05-13,186.57000732421875,137.6300048828125
2024-05-14,187.07000732421875,137.6300048828125
2024-05-15,185.9900054931641,137.6300048828125
2024-05-16,183.6300048828125,137.6300048828125
2024-05-17,184.6999969482422,137.6300048828125
2024-05-20,183.5399932861328,137.6300048828125
2024-05-21,183.1499938964844,137.6300048828125
2024-05-22,183.1300048828125,137.6300048828125
2024-05-23,181.0500030517578,137.6300048828125
2024-05-24,180.75,137.6300048828125
2024-05-27,181.4499969482422,137.6300048828125
2024-05-28,182.1499938964844,137.6300048828125
2024-05-29,182.0200042724609,137.6300048828125
2024-05-30,179.32000732421875,137.6300048828125
2024-05-31,176.44000244140625,137.6300048828125
2024-06-03,178.33999633789062,137.6300048828125
2024-06-04,179.33999633789062,137.6300048828125
2024-06-05,181.27999877929688,137.6300048828125
2024-06-06,185.0,137.6300048828125
2024-06-07,184.3000030517578,137.6300048828125
2024-06-10,187.05999755859372,137.6300048828125
2024-06-11,187.22999572753903,137.6300048828125
2024-06-12,186.88999938964844,137.6300048828125
2024-06-13,183.8300018310547,137.6300048828125
2024-06-14,183.66000366210935,137.6300048828125
2024-06-17,184.05999755859372,137.6300048828125
2024-06-18,182.80999755859372,137.6300048828125
2024-06-19,184.45500183105466,137.6300048828125
2024-06-20,186.1000061035156,137.6300048828125
2024-06-21,189.0800018310547,137.6300048828125
2024-06-24,185.57000732421875,137.6300048828125
2024-06-25,186.33999633789065,137.6300048828125
2024-06-26,193.6100006103516,137.6300048828125
2024-06-27,197.8500061035156,137.6300048828125
2024-06-28,193.25,137.6300048828125
2024-07-01,197.1999969482422,137.6300048828125
2024-07-02,200.0,137.6300048828125
2024-07-03,197.58999633789065,137.6300048828125
2024-07-04,198.7949981689453,137.6300048828125
2024-07-05,200.0,137.6300048828125
2024-07-08,199.2899932861328,137.6300048828125
2024-07-09,199.33999633789065,137.6300048828125
2024-07-10,199.7899932861328,137.6300048828125
2024-07-11,195.0500030517578,137.6300048828125
2024-07-12,194.4900054931641,137.6300048828125
2024-07-15,192.72000122070312,137.6300048828125
2024-07-16,193.0200042724609,137.6300048828125
2024-07-17,187.92999267578125,137.6300048828125
2024-07-18,183.75,137.6300048828125
2024-07-19,183.1300048828125,137.6300048828125
2024-07-22,182.5500030517578,137.6300048828125
2024-07-23,186.41000366210935,137.6300048828125
2024-07-24,180.8300018310547,137.6300048828125
2024-07-25,179.85000610351562,137.6300048828125
2024-07-26,182.5,137.6300048828125
2024-07-29,183.1999969482422,137.6300048828125
2024-07-30,181.7100067138672,137.6300048828125
2024-07-31,186.97999572753903,137.6300048828125
2024-08-01,184.07000732421875,137.6300048828125
2024-08-02,167.89999389648438,137.6300048828125
2024-08-05,161.02000427246094,137.6300048828125
2024-08-06,161.92999267578125,137.6300048828125
2024-08-07,162.77000427246094,137.6300048828125
2024-08-08,165.8000030517578,137.6300048828125
2024-08-09,166.94000244140625,137.6300048828125
2024-08-12,166.8000030517578,137.6300048828125
2024-08-13,170.22999572753906,137.6300048828125
2024-08-14,170.10000610351562,137.6300048828125
2024-08-15,177.58999633789062,137.6300048828125
2024-08-16,177.05999755859375,137.6300048828125
2024-08-19,178.22000122070312,137.6300048828125
2024-08-20,178.8800048828125,137.6300048828125
2024-08-21,180.11000061035156,137.6300048828125
2024-08-22,176.1300048828125,137.6300048828125
2024-08-23,177.0399932861328,137.6300048828125
2024-08-26,175.5,137.6300048828125
2024-08-27,173.1199951171875,137.6300048828125
2024-08-28,170.8000030517578,137.6300048828125
2024-08-29,172.1199951171875,137.6300048828125
2024-08-30,178.5,137.6300048828125
2024-09-02,177.375,137.6300048828125
2024-09-03,176.25,137.6300048828125
2024-09-04,173.3300018310547,137.6300048828125
2024-09-05,177.88999938964844,137.6300048828125
2024-09-06,171.38999938964844,137.6300048828125
2024-09-09,175.39999389648438,137.6300048828125
2024-09-10,179.5500030517578,137.6300048828125
2024-09-11,184.5200042724609,137.6300048828125
2024-09-12,187.0,137.6300048828125
2024-09-13,186.4900054931641,137.6300048828125
2024-09-16,184.88999938964844,137.6300048828125
2024-09-17,186.8800048828125,137.6300048828125
2024-09-18,186.42999267578125,137.6300048828125
2024-09-19,189.8699951171875,137.6300048828125
2024-09-20,191.6000061035156,137.6300048828125
2024-09-23,193.8800048828125,137.6300048828125
2024-09-24,193.9600067138672,137.6300048828125
2024-09-25,192.52999877929688,137.6300048828125
2024-09-26,191.16000366210935,137.6300048828125
2024-09-27,187.97000122070312,137.6300048828125
2024-09-30,186.3300018310547,137.6300048828125
2024-10-01,185.1300048828125,137.6300048828125
2024-10-02,184.75999450683597,137.6300048828125
2024-10-03,181.9600067138672,137.6300048828125
2024-10-04,186.50999450683597,137.6300048828125
2024-10-07,180.8000030517578,137.6300048828125
2024-10-08,182.72000122070312,137.6300048828125
2024-10-09,185.1699981689453,137.6300048828125
2024-10-10,186.6499938964844,137.6300048828125
2024-10-11,188.82000732421875,137.6300048828125
2024-10-14,187.5399932861328,137.6300048828125
2024-10-15,187.69000244140625,137.6300048828125
2024-10-16,186.88999938964844,137.6300048828125
2024-10-17,187.52999877929688,137.6300048828125
2024-10-18,188.9900054931641,137.6300048828125
2024-10-21,189.07000732421875,137.6300048828125
2024-10-22,189.6999969482422,137.6300048828125
2024-10-23,184.7100067138672,137.6300048828125
2024-10-24,186.3800048828125,137.6300048828125
2024-10-25,187.8300018310547,137.6300048828125
2024-10-28,188.38999938964844,137.6300048828125
2024-10-29,190.8300018310547,137.6300048828125
2024-10-30,192.72999572753903,137.6300048828125
2024-10-31,186.3999938964844,137.6300048828125
2024-11-01,197.92999267578125,137.6300048828125
2024-11-04,195.77999877929688,137.6300048828125
2024-11-05,199.5,137.6300048828125
2024-11-06,207.08999633789065,137.6300048828125
2024-11-07,210.0500030517578,137.6300048828125
2024-11-08,208.17999267578125,137.6300048828125
2024-11-11,206.83999633789065,137.6300048828125
2024-11-12,208.91000366210935,137.6300048828125
2024-11-13,214.1000061035156,137.6300048828125
2024-11-14,211.47999572753903,137.6300048828125
2024-11-15,202.6100006103516,137.6300048828125
2024-11-18,201.6999969482422,137.6300048828125
2024-11-19,204.6100006103516,137.6300048828125
2024-11-20,202.8800048828125,137.6300048828125
2024-11-21,198.3800048828125,137.6300048828125
2024-11-22,197.1199951171875,137.6300048828125
2024-11-25,201.4499969482422,137.6300048828125
2024-11-26,207.8600006103516,137.6300048828125
2024-11-27,205.7400054931641,137.6300048828125
2024-11-28,206.81500244140625,137.6300048828125
2024-11-29,207.88999938964844,137.6300048828125
2024-12-02,210.7100067138672,137.6300048828125
2024-12-03,213.44000244140625,137.6300048828125
2024-12-04,218.16000366210935,137.6300048828125
2024-12-05,220.5500030517578,137.6300048828125
2024-12-06,227.02999877929688,137.6300048828125
2024-12-09,226.08999633789065,137.6300048828125
2024-12-10,225.0399932861328,137.6300048828125
2024-12-11,230.25999450683597,137.6300048828125
2024-12-12,228.97000122070312,137.6300048828125
2024-12-13,227.4600067138672,137.6300048828125
2024-12-16,232.92999267578125,137.6300048828125
2024-12-17,231.1499938964844,137.6300048828125
2024-12-18,220.5200042724609,137.6300048828125
2024-12-19,223.2899932861328,137.6300048828125
2024-12-20,224.9199981689453,137.6300048828125
2024-12-23,225.05999755859372,137.6300048828125
2024-12-24,229.0500030517578,137.6300048828125
2024-12-25,228.0500030517578,137.6300048828125
2024-12-26,227.0500030517578,137.6300048828125
2024-12-27,223.75,137.6300048828125
2024-12-30,221.3000030517578,137.6300048828125
2024-12-31,219.38999938964844,137.6300048828125
2025-01-01,219.80500030517578,137.6300048828125
2025-01-02,220.22000122070312,137.6300048828125
2025-01-03,224.19000244140625,137.6300048828125
2025-01-06,227.6100006103516,137.6300048828125
2025-01-07,222.1100006103516,137.6300048828125
2025-01-08,222.1300048828125,137.6300048828125
2025-01-09,220.53500366210938,137.6300048828125
2025-01-10,218.94000244140625,137.6300048828125
2025-01-13,218.4600067138672,137.6300048828125
2025-01-14,217.75999450683597,137.6300048828125
2025-01-15,223.3500061035156,137.6300048828125
2025-01-16,220.66000366210935,137.6300048828125
2025-01-17,225.94000244140625,137.6300048828125
2025-01-20,228.32500457763672,137.6300048828125
2025-01-21,230.7100067138672,137.6300048828125
2025-01-22,235.00999450683597,137.6300048828125
2025-01-23,235.4199981689453,137.6300048828125
2025-01-24,234.8500061035156,137.6300048828125
2025-01-27,235.4199981689453,137.6300048828125
2025-01-28,238.1499938964844,137.6300048828125
2025-01-29,237.07000732421875,137.6300048828125
2025-01-30,234.63999938964844,137.6300048828125
2025-01-31,237.67999267578125,137.6300048828125
2025-02-03,237.4199981689453,137.6300048828125
2025-02-04,242.05999755859372,137.6300048828125
2025-02-05,236.1699981689453,137.6300048828125
2025-02-06,238.8300018310547,137.6300048828125
2025-02-07,229.1499938964844,137.6300048828125
2025-02-10,233.13999938964844,137.6300048828125
2025-02-11,232.75999450683597,137.6300048828125
2025-02-12,228.92999267578125,137.6300048828125
2025-02-13,230.3699951171875,137.6300048828125
2025-02-14,228.67999267578125,137.6300048828125
2025-02-17,227.6649932861328,137.6300048828125
2025-02-18,226.6499938964844,137.6300048828125
2025-02-19,226.6300048828125,137.6300048828125
2025-02-20,222.8800048828125,137.6300048828125
2025-02-21,216.5800018310547,137.6300048828125
2025-02-24,212.7100067138672,137.6300048828125
2025-02-25,212.8000030517578,137.6300048828125
2025-02-26,214.3500061035156,137.6300048828125
2025-02-27,208.7400054931641,137.6300048828125
2025-02-28,212.27999877929688,137.6300048828125
2025-03-03,205.0200042724609,137.6300048828125
2025-03-04,203.8000030517578,137.6300048828125
2025-03-05,208.3600006103516,137.6300048828125
2025-03-06,200.6999969482422,137.6300048828125
2025-03-07,199.25,137.6300048828125
2025-03-10,194.5399932861328,137.6300048828125
2025-03-11,196.58999633789065,137.6300048828125
2025-03-12,198.88999938964844,137.6300048828125
2025-03-13,193.88999938964844,137.6300048828125
2025-03-14,197.9499969482422,137.6300048828125
2025-03-17,195.7400054931641,137.6300048828125
2025-03-18,192.82000732421875,137.6300048828125
2025-03-19,195.5399932861328,137.6300048828125
2025-03-20,194.9499969482422,137.6300048828125
2025-03-21,196.2100067138672,137.6300048828125
2025-03-24,203.25999450683597,137.6300048828125
2025-03-25,205.7100067138672,137.6300048828125
2025-03-26,201.1300048828125,137.6300048828125
2025-03-27,201.3600006103516,137.6300048828125
2025-03-28,192.72000122070312,137.6300048828125
2025-03-31,190.25999450683597,137.6300048828125
2025-04-01,192.1699981689453,137.6300048828125
2025-04-02,196.00999450683597,137.6300048828125
2025-04-03,178.41000366210938,137.6300048828125
2025-04-04,171.0,137.6300048828125
2025-04-07,175.25999450683594,137.6300048828125
2025-04-08,170.66000366210938,137.6300048828125
2025-04-09,191.1000061035156,137.6300048828125
2025-04-10,181.22000122070312,137.6300048828125
2025-04-11,184.8699951171875,137.6300048828125
2025-04-14,182.1199951171875,137.6300048828125
2025-04-15,179.58999633789062,137.6300048828125
2025-04-16,174.3300018310547,137.6300048828125
2025-04-17,172.61000061035156,137.6300048828125
2025-04-18,169.96500396728516,137.6300048828125
2025-04-21,167.32000732421875,137.6300048828125
2025-04-22,173.17999267578125,137.6300048828125
2025-04-23,180.6000061035156,137.6300048828125
2025-04-24,186.5399932861328,137.6300048828125
2025-04-25,188.9900054931641,137.6300048828125
2025-04-28,187.6999969482422,137.6300048828125
2025-04-29,187.38999938964844,137.6300048828125
2025-04-30,184.4199981689453,137.6300048828125
2025-05-01,190.1999969482422,137.6300048828125
2025-05-02,189.97999572753903,137.6300048828125
2025-05-05,186.3500061035156,137.6300048828125
2025-05-06,185.00999450683597,137.6300048828125
2025-05-07,188.7100067138672,137.6300048828125
2025-05-08,192.0800018310547,137.6300048828125
2025-05-09,193.05999755859372,137.6300048828125
2025-05-12,208.63999938964844,137.6300048828125
2025-05-13,211.3699951171875,137.6300048828125
2025-05-14,210.25,137.6300048828125
2025-05-15,205.1699981689453,137.6300048828125
2025-05-16,205.58999633789065,137.6300048828125
2025-05-19,206.16000366210935,137.6300048828125
2025-05-20,204.07000732421875,137.6300048828125
2025-05-21,201.1199951171875,137.6300048828125
2025-05-22,203.1000061035156,137.6300048828125
2025-05-23,200.9900054931641,137.6300048828125
2025-05-26,203.5050048828125,137.6300048828125
2025-05-27,206.0200042724609,137.6300048828125
2025-05-28,204.72000122070312,137.6300048828125
2025-05-29,205.6999969482422,137.6300048828125
2025-05-30,205.00999450683597,137.6300048828125
2025-06-02,206.6499938964844,137.6300048828125
2025-06-03,205.7100067138672,137.6300048828125
2025-06-04,207.22999572753903,137.6300048828125
2025-06-05,207.91000366210935,137.6300048828125
2025-06-06,213.57000732421875,137.6300048828125
2025-06-09,216.97999572753903,137.6300048828125
2025-06-10,217.6100006103516,137.6300048828125
2025-06-11,213.1999969482422,137.6300048828125
2025-06-12,213.2400054931641,137.6300048828125
2025-06-13,212.1000061035156,137.6300048828125
2025-06-16,216.1000061035156,137.6300048828125
2025-06-17,214.82000732421875,137.6300048828125
2025-06-18,212.5200042724609,137.6300048828125
2025-06-19,211.1050033569336,137.6300048828125
2025-06-20,209.69000244140625,137.6300048828125
2025-06-23,208.47000122070312,137.6300048828125
2025-06-24,212.7700042724609,137.6300048828125
2025-06-25,211.9900054931641,137.6300048828125
2025-06-26,217.1199951171875,137.6300048828125
2025-06-27,223.3000030517578,137.6300048828125
2025-06-30,219.38999938964844,137.6300048828125
2025-07-01,220.4600067138672,137.6300048828125
2025-07-02,219.9199981689453,137.6300048828125
2025-07-03,223.41000366210935,137.6300048828125
2025-07-04,223.44000244140625,137.6300048828125
2025-07-07,223.47000122070312,137.6300048828125
2025-07-08,219.3600006103516,137.6300048828125
2025-07-09,222.5399932861328,137.6300048828125
2025-07-10,222.25999450683597,137.6300048828125
2025-07-11,225.0200042724609,137.6300048828125
2025-07-14,225.69000244140625,137.6300048828125
2025-07-15,226.3500061035156,137.6300048828125
2025-07-16,223.19000244140625,137.6300048828125
2025-07-17,223.8800048828125,137.6300048828125
2025-07-18,226.1300048828125,137.6300048828125
2025-07-21,229.3000030517578,137.6300048828125
2025-07-22,227.47000122070312,137.6300048828125
2025-07-23,228.2899932861328,137.6300048828125
2025-07-24,232.22999572753903,137.6300048828125
2025-07-25,231.44000244140625,137.6300048828125
2025-07-28,232.7899932861328,137.6300048828125
2025-07-29,231.00999450683597,137.6300048828125
2025-07-30,230.19000244140625,137.6300048828125
2025-07-31,234.1100006103516,137.6300048828125
2025-08-01,214.75,137.6300048828125
2025-08-04,211.6499938964844,137.6300048828125
2025-08-05,213.75,137.6300048828125
2025-08-06,222.30999755859372,137.6300048828125
2025-08-07,223.1300048828125,137.6300048828125
2025-08-08,222.69000244140625,137.6300048828125
2025-08-11,221.3000030517578,137.6300048828125
2025-08-12,221.47000122070312,137.6300048828125
2025-08-13,224.55999755859372,137.6300048828125
2025-08-14,230.97999572753903,137.6300048828125
2025-08-15,231.02999877929688,137.6300048828125
2025-08-18,231.4900054931641,137.6300048828125
2025-08-19,228.00999450683597,137.6300048828125
2025-08-20,223.80999755859372,137.6300048828125
2025-08-21,221.9499969482422,137.6300048828125
2025-08-22,228.83999633789065,137.6300048828125
2025-08-25,227.94000244140625,137.6300048828125
2025-08-26,228.7100067138672,137.6300048828125
2025-08-27,229.1199951171875,137.6300048828125
2025-08-28,231.6000061035156,137.6300048828125
2025-08-29,229.0,137.6300048828125
2025-09-01,227.1699981689453,137.6300048828125
2025-09-02,225.33999633789065,137.6300048828125
2025-09-03,225.9900054931641,137.6300048828125
2025-09-04,235.67999267578125,137.6300048828125
2025-09-05,232.3300018310547,137.6300048828125
2025-09-08,235.83999633789065,137.6300048828125
2025-09-09,238.2400054931641,137.6300048828125
2025-09-10,230.3300018310547,137.6300048828125
2025-09-11,229.9499969482422,137.6300048828125
2025-09-12,228.1499938964844,137.6300048828125
2025-09-15,231.42999267578125,137.6300048828125
2025-09-16,234.0500030517578,137.6300048828125
2025-09-17,231.6199951171875,137.6300048828125
2025-09-18,231.22999572753903,137.6300048828125
2025-09-19,231.47999572753903,137.6300048828125
2025-09-22,227.6300048828125,137.6300048828125
2025-09-23,220.7100067138672,137.6300048828125
2025-09-24,220.2100067138672,137.6300048828125
2025-09-25,218.1499938964844,137.6300048828125
2025-09-26,219.77999877929688,137.6300048828125
2025-09-29,222.1699981689453,137.6300048828125
2025-09-30,219.57000732421875,137.6300048828125
2025-10-01,220.6300048828125,137.6300048828125
2025-10-02,222.41000366210935,137.6300048828125
2025-10-03,219.50999450683597,137.6300048828125
2025-10-06,220.8999938964844,137.6300048828125
2025-10-07,221.77999877929688,137.6300048828125
2025-10-08,225.22000122070312,137.6300048828125
2025-10-09,227.7400054931641,137.6300048828125
2025-10-10,216.3699951171875,137.6300048828125
2025-10-13,220.07000732421875,137.6300048828125
2025-10-14,216.38999938964844,137.6300048828125
2025-10-15,215.57000732421875,137.6300048828125
2025-10-16,214.47000122070312,137.6300048828125
2025-10-17,213.0399932861328,137.6300048828125
2025-10-20,216.47999572753903,137.6300048828125
2025-10-21,222.02999877929688,137.6300048828125
2025-10-22,217.9499969482422,137.6300048828125
2025-10-23,221.08999633789065,137.6300048828125
2025-10-24,224.2100067138672,137.6300048828125
2025-10-27,226.97000122070312,137.6300048828125
2025-10-28,229.25,137.6300048828125
2025-10-29,230.3000030517578,137.6300048828125
2025-10-30,222.8600006103516,137.6300048828125
2025-10-31,244.22000122070312,137.6300048828125
2025-11-03,254.0,137.6300048828125
2025-11-04,249.32000732421875,137.6300048828125
2025-11-05,250.1999969482422,137.6300048828125
2025-11-06,243.0399932861328,137.6300048828125
2025-11-07,244.41000366210935,137.6300048828125
2025-11-10,248.3999938964844,137.6300048828125
2025-11-11,249.1000061035156,137.6300048828125
2025-11-12,244.1999969482422,137.6300048828125
2025-11-13,237.5800018310547,137.6300048828125
2025-11-14,234.69000244140625,137.6300048828125
2025-11-17,232.8699951171875,137.6300048828125
2025-11-18,222.5500030517578,137.6300048828125
2025-11-19,222.69000244140625,137.6300048828125
2025-11-20,217.13999938964844,137.6300048828125
2025-11-21,220.69000244140625,137.6300048828125
